"DataStream_x","DataStream_y"
1243,16.3445,
1244,18.1764,
1245,15.5074,
1246,16.8403,
1247,15.8433,
1248,17.4757,
1249,18.9031,
1250,18.2104,
1251,16.7348,
1252,20.2041,
1253,18.1893,
1254,15.2025,
1255,17.2213,
1256,17.7405,
1257,15.2331,
1258,15.9289,
1259,20.4596,
1260,17.1962,
1261,17.6066,
1262,17.9454,
1263,17.5565,
1264,15.2601,
1265,19.0573,
1266,15.5509,
1267,15.2064,
1268,17.6948,
1269,15.3166,
1270,15.8207,
1271,20.8924,
1272,15.551,
1273,20.0745,
1274,17.8596,
1275,16.2281,
1276,19.2368,
1277,16.7802,
1278,15.6878,
1279,16.032,
1280,19.5677,
1281,16.2633,
1282,18.8021,
1283,18.8712,
1284,16.0593,
1285,18.9128,
1286,16.9376,
1287,22.2425,
1288,20.2737,
1289,18.2753,
1290,17.8028,
1291,16.3876,
1292,16.0183,
1293,20.9065,
1294,15.71,
1295,18.6278,
1296,19.0197,
1297,16.9259,
1298,17.5351,
1299,17.8881,
1300,19.6459,
1301,22.3278,
1302,15.9629,
1303,16.2504,
1304,18.6163,
1305,16.8949,
1306,20.1626,
1307,18.8356,
1308,15.6449,
1309,19.0539,
1310,16.3061,
1311,15.9317,
1312,19.4311,
1313,19.3797,
1314,19.1821,
1315,16.688,
1316,15.912,
1317,16.4483,
1318,18.8476,
1319,18.4916,
1320,17.0002,
1321,24.5423,
1322,17.3608,
1323,19.9907,
1324,16.0199,
1325,17.3803,
1326,18.1678,
1327,14.7438,
1328,17.565,
1329,16.1173,
1330,18.4304,
1331,19.4216,
1332,15.9841,
1333,20.8856,
1334,19.2061,
1335,20.1173,
1336,18.1673,
1337,15.7853,
1338,19.621,
1339,17.0011,
1340,17.0171,
1341,19.087,
1342,17.3814,
1343,19.7137,
1344,17.1792,
1345,18.1792,
1346,19.3136,
1347,18.8734,
1348,17.5393,
1349,20.0443,
1350,16.8142,
1351,17.6226,
1352,19.7958,
1353,18.3437,
1354,18.8184,
1355,21.6968,
1356,24.1783,
1357,20.4621,
1358,17.1116,
1359,16.4397,
1360,17.6617,
1361,17.9693,
1362,16.9118,
1363,18.6282,
1364,18.7395,
1365,17.938,
1366,21.0812,
1367,17.8417,
1368,18.1447,
1369,22.8537,
1370,17.1871,
1371,19.4213,
1372,18.3781,
1373,18.1258,
1374,20.6313,
1375,17.3218,
1376,19.9708,
1377,19.2149,
1378,18.5035,
1379,16.8073,
1380,22.0034,
1381,16.4383,
1382,19.4005,
1383,16.6998,
1384,18.0237,
1385,21.9986,
1386,16.6993,
1387,20.6604,
1388,17.6132,
1389,21.0153,
1390,20.943,
1391,18.3627,
1392,21.9809,
1393,19.1195,
1394,18.0861,
1395,17.9765,
1396,19.3264,
1397,19.8385,
1398,16.7913,
1399,20.4627,
1400,18.7047,
1401,18.288,
1402,20.6651,
1403,17.8558,
1404,17.1639,
1405,20.5294,
1406,18.2257,
1407,19.231,
1408,22.3574,
1409,18.8744,
1410,20.1669,
1411,21.5324,
1412,18.6393,
1413,23.4673,
1414,17.6438,
1415,17.5854,
1416,19.3418,
1417,19.8569,
1418,18.8978,
1419,19.4641,
1420,22.1508,
1421,20.6956,
1422,17.6723,
1423,21.8869,
1424,18.2818,
1425,19.4707,
1426,22.6382,
1427,16.9918,
1428,18.5406,
1429,18.9381,
1430,18.0981,
1431,24.1895,
1432,19.2504,
1433,20.7585,
1434,18.809,
1435,17.19,
1436,20.865,
1437,18.9942,
1438,19.2961,
1439,17.4038,
1440,17.2779,
1441,21.8331,
1442,20.4976,
1443,17.5493,
1444,20.5574,
1445,19.643,
1446,23.1085,
1447,17.6221,
1448,16.7564,
1449,22.6001,
1450,17.5248,
