"DataStream_x","DataStream_y"
866,13.4083,
867,13.1579,
868,17.2547,
869,13.1006,
870,12.9024,
871,16.6377,
872,13.4686,
873,13.2726,
874,14.4604,
875,15.5535,
876,13.589,
877,12.4917,
878,15.6348,
879,13.0621,
880,13.2367,
881,16.1694,
882,13.9229,
883,13.8598,
884,13.9026,
885,17.8875,
886,13.2311,
887,13.596,
888,15.1308,
889,13.291,
890,13.0523,
891,15.634,
892,13.2387,
893,13.3009,
894,12.8874,
895,15.4881,
896,17.2542,
897,13.9967,
898,16.3861,
899,12.9688,
900,13.9159,
901,13.6074,
902,17.0016,
903,13.0637,
904,13.7649,
905,16.1978,
906,13.4324,
907,12.9836,
908,12.999,
909,15.4924,
910,15.4559,
911,13.6361,
912,13.1944,
913,15.5383,
914,13.9002,
915,13.4965,
916,16.9408,
917,13.1499,
918,13.4258,
919,13.1916,
920,15.3394,
921,14.5268,
922,13.4238,
923,16.1099,
924,13.0648,
925,13.351,
926,13.1437,
927,16.4087,
928,14.7221,
929,15.0196,
930,13.4339,
931,13.429,
932,16.4074,
933,13.0759,
934,12.9629,
935,13.1696,
936,17.1113,
937,13.041,
938,13.5231,
939,13.2441,
940,13.3937,
941,14.1297,
942,17.0928,
943,14.0637,
944,13.4727,
945,14.081,
946,16.2282,
947,13.9879,
948,13.1282,
949,16.2697,
950,13.6431,
951,13.0908,
952,16.6733,
953,14.217,
954,13.167,
955,17.3889,
956,15.938,
957,13.413,
958,14.4099,
959,15.902,
960,13.8014,
961,14.8896,
962,15.0124,
963,13.0737,
964,13.1075,
965,14.0719,
966,14.0175,
967,13.2903,
968,13.9092,
969,13.7608,
970,14.6815,
971,14.014,
972,15.0752,
973,14.8152,
974,15.2122,
975,13.5993,
976,13.6209,
977,13.3769,
978,15.3785,
979,13.8184,
980,15.0282,
981,13.3235,
982,15.6342,
983,15.408,
984,13.7229,
985,13.8452,
986,15.0801,
987,15.9354,
988,13.8676,
989,14.1448,
990,18.2723,
991,14.8849,
992,13.5666,
993,13.7521,
994,16.8206,
995,13.4353,
996,13.7546,
997,13.7517,
998,14.9673,
999,15.4472,
1000,14.4067,
1001,14.1162,
1002,14.4031,
1003,17.415,
1004,14.1887,
1005,14.0266,
1006,13.7102,
1007,16.2964,
1008,13.7518,
1009,13.1902,
1010,17.1898,
1011,13.3147,
1012,14.3996,
1013,14.3905,
1014,16.1674,
1015,15.6021,
1016,14.7727,
1017,19.5062,
1018,14.8928,
1019,14.2464,
1020,16.772,
1021,13.866,
1022,13.8713,
1023,15.6473,
1024,16.6553,
1025,14.5307,
1026,14.6839,
1027,17.7549,
1028,14.2898,
1029,14.1435,
1030,16.9952,
1031,14.1562,
1032,14.0198,
1033,16.2308,
1034,13.9715,
1035,14.9792,
1036,16.3423,
1037,14.0495,
1038,14.3749,
1039,17.1443,
1040,14.5775,
1041,14.8203,
1042,17.9433,
1043,14.9787,
1044,14.6603,
1045,18.1703,
1046,16.7108,
1047,14.1349,
1048,17.0341,
1049,15.0052,
1050,14.548,
1051,15.5041,
1052,18.34,
1053,17.7042,
1054,15.0324,
1055,17.0056,
1056,18.5601,
1057,14.9745,
1058,15.6965,
1059,18.7987,
1060,15.0323,
1061,16.1282,
1062,19.636,
1063,14.9048,
1064,15.5245,
1065,15.8623,
1066,18.4066,
1067,15.6178,
1068,16.5035,
1069,16.7347,
1070,18.0919,
1071,15.4016,
1072,15.3551,
1073,15.2999,
1074,17.3011,
1075,14.9697,
1076,14.4539,
1077,16.9819,
1078,14.5507,
1079,15.4166,
1080,18.6458,
1081,15.655,
1082,15.5363,
1083,17.8892,
1084,15.7214,
1085,16.6589,
1086,18.8216,
1087,15.8867,
